Unnamed: 0,userName,score,at,content,content_lower,content_token,content_no_stopwords,content_stemmed,Topic
49,daniel sulistiyo,5,2025-05-27 13:52:27,aplikasi yg keren dan banyak promo harian maupun promo spesial.,aplikasi yg keren dan banyak promo harian maupun promo spesial.,"['aplikasi', 'yg', 'keren', 'dan', 'banyak', 'promo', 'harian', 'maupun', 'promo', 'spesial', '.']","['aplikasi', 'yg', 'keren', 'promo', 'harian', 'promo', 'spesial', '.']","['aplikasi', 'yg', 'keren', 'promo', 'hari', 'promo', 'spesial', '']",44
50,Dedi Suprianto,5,2025-05-27 13:06:02,terima kasih mcd,terima kasih mcd,"['terima', 'kasih', 'mcd']","['terima', 'kasih', 'mcd']","['terima', 'kasih', 'mcd']",7
51,Nawir,3,2025-05-27 11:49:33,bisa ga di tambah pembayaran gak hanya gopay .. kalau sudah di tambah ta kasih bintang full,bisa ga di tambah pembayaran gak hanya gopay .. kalau sudah di tambah ta kasih bintang full,"['bisa', 'ga', 'di', 'tambah', 'pembayaran', 'gak', 'hanya', 'gopay', '..', 'kalau', 'sudah', 'di', 'tambah', 'ta', 'kasih', 'bintang', 'full']","['ga', 'pembayaran', 'gak', 'gopay', '..', 'ta', 'kasih', 'bintang', 'full']","['ga', 'bayar', 'gak', 'gopay', '', 'ta', 'kasih', 'bintang', 'full']",14
52,Hardjo Sasmito,5,2025-05-27 06:30:05,Good,good,['good'],['good'],['good'],0
53,Adi Gayung,1,2025-05-26 14:53:23,buruk percuma pesan lewat apk.. sampai ktempat malah nunggu smpai sejam,buruk percuma pesan lewat apk.. sampai ktempat malah nunggu smpai sejam,"['buruk', 'percuma', 'pesan', 'lewat', 'apk', '..', 'sampai', 'ktempat', 'malah', 'nunggu', 'smpai', 'sejam']","['buruk', 'pesan', 'apk', '..', 'ktempat', 'nunggu', 'smpai', 'sejam']","['buruk', 'pesan', 'apk', '', 'ktempat', 'nunggu', 'smpai', 'jam']",5
54,Andi Simon,3,2025-05-25 07:48:15,"Mohon hadirkan fitur ganti email min, tq","mohon hadirkan fitur ganti email min, tq","['mohon', 'hadirkan', 'fitur', 'ganti', 'email', 'min', ',', 'tq']","['mohon', 'hadirkan', 'fitur', 'ganti', 'email', 'min', ',', 'tq']","['mohon', 'hadir', 'fitur', 'ganti', 'email', 'min', '', 'tq']",4
55,Moch.Fiqri Maulana,2,2025-05-24 17:27:31,tambahkan metode pembayaran QRIS!,tambahkan metode pembayaran qris!,"['tambahkan', 'metode', 'pembayaran', 'qris', '!']","['tambahkan', 'metode', 'pembayaran', 'qris', '!']","['tambah', 'metode', 'bayar', 'qris', '']",47
56,Marsel Mori,5,2025-05-24 13:37:11,"patut diapresiasi mcd, aplikasinya gak jelek terus pelayanan mantap, saya member dari setiap makanan fast food dan mcd emg mantap aplikasi dan membershipnya","patut diapresiasi mcd, aplikasinya gak jelek terus pelayanan mantap, saya member dari setiap makanan fast food dan mcd emg mantap aplikasi dan membershipnya","['patut', 'diapresiasi', 'mcd', ',', 'aplikasinya', 'gak', 'jelek', 'terus', 'pelayanan', 'mantap', ',', 'saya', 'member', 'dari', 'setiap', 'makanan', 'fast', 'food', 'dan', 'mcd', 'emg', 'mantap', 'aplikasi', 'dan', 'membershipnya']","['patut', 'diapresiasi', 'mcd', ',', 'aplikasinya', 'gak', 'jelek', 'pelayanan', 'mantap', ',', 'member', 'makanan', 'fast', 'food', 'mcd', 'emg', 'mantap', 'aplikasi', 'membershipnya']","['patut', 'apresiasi', 'mcd', '', 'aplikasi', 'gak', 'jelek', 'layan', 'mantap', '', 'member', 'makan', 'fast', 'food', 'mcd', 'emg', 'mantap', 'aplikasi', 'membershipnya']",-1
57,ayu dwi warasati,1,2025-05-24 08:54:13,Apk gak guna gak jelas mau ganti password gak bisa² gak mutu bgt!!!,apk gak guna gak jelas mau ganti password gak bisa² gak mutu bgt!!!,"['apk', 'gak', 'guna', 'gak', 'jelas', 'mau', 'ganti', 'password', 'gak', 'bisa²', 'gak', 'mutu', 'bgt', '!', '!', '!']","['apk', 'gak', 'gak', 'ganti', 'password', 'gak', 'bisa²', 'gak', 'mutu', 'bgt', '!', '!', '!']","['apk', 'gak', 'gak', 'ganti', 'password', 'gak', 'bisa', 'gak', 'mutu', 'bgt', '', '', '']",4
58,Dasmanta Putra,2,2025-05-24 00:22:30,perlu ditambahkan fitur riwayat transaksi kita telah visit ke store Mcd mana saja.,perlu ditambahkan fitur riwayat transaksi kita telah visit ke store mcd mana saja.,"['perlu', 'ditambahkan', 'fitur', 'riwayat', 'transaksi', 'kita', 'telah', 'visit', 'ke', 'store', 'mcd', 'mana', 'saja', '.']","['fitur', 'riwayat', 'transaksi', 'visit', 'store', 'mcd', '.']","['fitur', 'riwayat', 'transaksi', 'visit', 'store', 'mcd', '']",-1
59,Fratiwi Binol,1,2025-05-23 02:54:21,EROR TERUSSSSSSS,eror terusssssss,"['eror', 'terusssssss']","['eror', 'terusssssss']","['eror', 'terusssssss']",72
60,Dewi Kartika,1,2025-05-22 15:25:31,"jelek aplikasi mcD sekarang,android v9 tidak bisa pakai,mcD promonya tidak iklas","jelek aplikasi mcd sekarang,android v9 tidak bisa pakai,mcd promonya tidak iklas","['jelek', 'aplikasi', 'mcd', 'sekarang', ',', 'android', 'v9', 'tidak', 'bisa', 'pakai', ',', 'mcd', 'promonya', 'tidak', 'iklas']","['jelek', 'aplikasi', 'mcd', ',', 'android', 'v9', 'pakai', ',', 'mcd', 'promonya', 'iklas']","['jelek', 'aplikasi', 'mcd', '', 'android', 'v9', 'pakai', '', 'mcd', 'promonya', 'iklas']",23
61,Budi Kurnia,5,2025-05-22 14:38:15,Mcd memang slalu ok👍😍,mcd memang slalu ok👍😍,"['mcd', 'memang', 'slalu', 'ok👍😍']","['mcd', 'slalu', 'ok👍😍']","['mcd', 'slalu', 'ok']",7
62,Dendi Safaroh,1,2025-05-22 14:35:25,can't loging🤬,can't loging🤬,"['ca', ""n't"", 'loging🤬']","['ca', ""n't"", 'loging🤬']","['ca', 'n t', 'loging']",25
63,Rika Fadillah,1,2025-05-22 08:22:12,apk sampah!!!!,apk sampah!!!!,"['apk', 'sampah', '!', '!', '!', '!']","['apk', 'sampah', '!', '!', '!', '!']","['apk', 'sampah', '', '', '', '']",-1
64,Willa Apriyanti,1,2025-05-22 08:13:27,aplikasi gajelas giliran di download malah gabisa di buka,aplikasi gajelas giliran di download malah gabisa di buka,"['aplikasi', 'gajelas', 'giliran', 'di', 'download', 'malah', 'gabisa', 'di', 'buka']","['aplikasi', 'gajelas', 'giliran', 'download', 'gabisa', 'buka']","['aplikasi', 'gajelas', 'gilir', 'download', 'gabisa', 'buka']",-1
65,Seli puri andani,5,2025-05-21 15:48:18,good,good,['good'],['good'],['good'],0
66,Danny Uzumaki,1,2025-05-21 09:45:30,"promo pembohongan publik, nyesel gue install","promo pembohongan publik, nyesel gue install","['promo', 'pembohongan', 'publik', ',', 'nyesel', 'gue', 'install']","['promo', 'pembohongan', 'publik', ',', 'nyesel', 'gue', 'install']","['promo', 'bohong', 'publik', '', 'nyesel', 'gue', 'install']",-1
67,Desy Ariyani,1,2025-05-21 04:00:59,"jelek banget bikin akun masukin otp padahal udh bener nomor nya,malah gak bisa2 dan katanya salah..","jelek banget bikin akun masukin otp padahal udh bener nomor nya,malah gak bisa2 dan katanya salah..","['jelek', 'banget', 'bikin', 'akun', 'masukin', 'otp', 'padahal', 'udh', 'bener', 'nomor', 'nya', ',', 'malah', 'gak', 'bisa2', 'dan', 'katanya', 'salah', '..']","['jelek', 'banget', 'bikin', 'akun', 'masukin', 'otp', 'udh', 'bener', 'nomor', 'nya', ',', 'gak', 'bisa2', 'salah', '..']","['jelek', 'banget', 'bikin', 'akun', 'masukin', 'otp', 'udh', 'bener', 'nomor', 'nya', '', 'gak', 'bisa2', 'salah', '']",-1
68,Khaly ria Septia,1,2025-05-20 23:43:46,ini kenapa aplikasi MCD gk bisa login di HP saya ya!!,ini kenapa aplikasi mcd gk bisa login di hp saya ya!!,"['ini', 'kenapa', 'aplikasi', 'mcd', 'gk', 'bisa', 'login', 'di', 'hp', 'saya', 'ya', '!', '!']","['aplikasi', 'mcd', 'gk', 'login', 'hp', 'ya', '!', '!']","['aplikasi', 'mcd', 'gk', 'login', 'hp', 'ya', '', '']",17
69,Dimas Rapi Rohim,1,2025-05-20 20:00:25,"aplikasi gak jelas , udah pesen saldo sudah ke potong tapi pesenan gak masuk . tolong perbaiki lah sistem nya","aplikasi gak jelas , udah pesen saldo sudah ke potong tapi pesenan gak masuk . tolong perbaiki lah sistem nya","['aplikasi', 'gak', 'jelas', ',', 'udah', 'pesen', 'saldo', 'sudah', 'ke', 'potong', 'tapi', 'pesenan', 'gak', 'masuk', '.', 'tolong', 'perbaiki', 'lah', 'sistem', 'nya']","['aplikasi', 'gak', ',', 'udah', 'pesen', 'saldo', 'potong', 'pesenan', 'gak', 'masuk', '.', 'tolong', 'perbaiki', 'sistem', 'nya']","['aplikasi', 'gak', '', 'udah', 'sen', 'saldo', 'potong', 'sen', 'gak', 'masuk', '', 'tolong', 'baik', 'sistem', 'nya']",-1
70,farhan habibi,1,2025-05-20 03:28:16,lag,lag,['lag'],['lag'],['lag'],-1
71,Theo Selan,5,2025-05-19 18:05:21,sanngat membantu,sanngat membantu,"['sanngat', 'membantu']","['sanngat', 'membantu']","['sanngat', 'bantu']",-1
72,Nanda Arjuanda,1,2025-05-19 12:16:07,"baru download, app tidak bisa dibuka dg pemberitahuan harus update app, padahal mau pesen menu langsung dari meja. aneh","baru download, app tidak bisa dibuka dg pemberitahuan harus update app, padahal mau pesen menu langsung dari meja. aneh","['baru', 'download', ',', 'app', 'tidak', 'bisa', 'dibuka', 'dg', 'pemberitahuan', 'harus', 'update', 'app', ',', 'padahal', 'mau', 'pesen', 'menu', 'langsung', 'dari', 'meja', '.', 'aneh']","['download', ',', 'app', 'dibuka', 'dg', 'pemberitahuan', 'update', 'app', ',', 'pesen', 'menu', 'langsung', 'meja', '.', 'aneh']","['download', '', 'app', 'buka', 'dg', 'pemberitahuan', 'update', 'app', '', 'sen', 'menu', 'langsung', 'meja', '', 'aneh']",-1
73,Devi wulandari,5,2025-05-19 04:40:16,suka bgd ada aplikasi ini JD makin mudah order dan banyak bgd informasi promo plus tukar koin Bsa dpt es cream atau makanan 🥰,suka bgd ada aplikasi ini jd makin mudah order dan banyak bgd informasi promo plus tukar koin bsa dpt es cream atau makanan 🥰,"['suka', 'bgd', 'ada', 'aplikasi', 'ini', 'jd', 'makin', 'mudah', 'order', 'dan', 'banyak', 'bgd', 'informasi', 'promo', 'plus', 'tukar', 'koin', 'bsa', 'dpt', 'es', 'cream', 'atau', 'makanan', '🥰']","['suka', 'bgd', 'aplikasi', 'jd', 'mudah', 'order', 'bgd', 'informasi', 'promo', 'plus', 'tukar', 'koin', 'bsa', 'dpt', 'es', 'cream', 'makanan', '🥰']","['suka', 'bgd', 'aplikasi', 'jd', 'mudah', 'order', 'bgd', 'informasi', 'promo', 'plus', 'tukar', 'koin', 'bsa', 'dpt', 'es', 'cream', 'makan', '']",27
74,Achmad Bahraen,1,2025-05-19 03:25:45,mengecewakan,mengecewakan,['mengecewakan'],['mengecewakan'],['kecewa'],33
75,Seno Aji,5,2025-05-18 11:46:39,Bintang 5,bintang 5,"['bintang', '5']","['bintang', '5']","['bintang', '5']",31
76,Edi Kuntjoro,1,2025-05-17 05:02:35,"kalau belom siap, jgn bikin orang lapar marah, bisa bahaya loh","kalau belom siap, jgn bikin orang lapar marah, bisa bahaya loh","['kalau', 'belom', 'siap', ',', 'jgn', 'bikin', 'orang', 'lapar', 'marah', ',', 'bisa', 'bahaya', 'loh']","['belom', ',', 'jgn', 'bikin', 'orang', 'lapar', 'marah', ',', 'bahaya', 'loh']","['bom', '', 'jgn', 'bikin', 'orang', 'lapar', 'marah', '', 'bahaya', 'loh']",-1
77,Ahmad Nugraha,1,2025-05-16 16:33:30,APLIKASI JELEK,aplikasi jelek,"['aplikasi', 'jelek']","['aplikasi', 'jelek']","['aplikasi', 'jelek']",82
78,d`lahong by ost company,1,2025-05-16 14:49:24,buruk,buruk,['buruk'],['buruk'],['buruk'],95
79,Eben Ezer Nadeak,1,2025-05-16 12:58:08,"aplikasinya sangat buruk, loading terus dan tidak bisa terbuka,php","aplikasinya sangat buruk, loading terus dan tidak bisa terbuka,php","['aplikasinya', 'sangat', 'buruk', ',', 'loading', 'terus', 'dan', 'tidak', 'bisa', 'terbuka', ',', 'php']","['aplikasinya', 'buruk', ',', 'loading', 'terbuka', ',', 'php']","['aplikasi', 'buruk', '', 'loading', 'buka', '', 'php']",45
80,Nana Kurniawan,1,2025-05-16 10:48:58,jelek lelet,jelek lelet,"['jelek', 'lelet']","['jelek', 'lelet']","['jelek', 'lelet']",64
81,Susana Anggraini,5,2025-05-16 08:53:38,mc donald merupan cepat saji yg sangat diperlukan konsuman utk memesan makanan..terima kasih mc donald..,mc donald merupan cepat saji yg sangat diperlukan konsuman utk memesan makanan..terima kasih mc donald..,"['mc', 'donald', 'merupan', 'cepat', 'saji', 'yg', 'sangat', 'diperlukan', 'konsuman', 'utk', 'memesan', 'makanan', '..', 'terima', 'kasih', 'mc', 'donald', '..']","['mc', 'donald', 'merupan', 'cepat', 'saji', 'yg', 'konsuman', 'utk', 'memesan', 'makanan', '..', 'terima', 'kasih', 'mc', 'donald', '..']","['mc', 'donald', 'merupan', 'cepat', 'saji', 'yg', 'konsuman', 'utk', 'mes', 'makan', '', 'terima', 'kasih', 'mc', 'donald', '']",-1
82,Ria Dewi a,1,2025-05-16 06:31:39,aplikasi gak bisa di buka,aplikasi gak bisa di buka,"['aplikasi', 'gak', 'bisa', 'di', 'buka']","['aplikasi', 'gak', 'buka']","['aplikasi', 'gak', 'buka']",45
83,Mahesa Jennar,5,2025-05-15 17:17:25,kok gak bisa,kok gak bisa,"['kok', 'gak', 'bisa']",['gak'],['gak'],89
84,Yuni Hartati,5,2025-05-15 09:11:22,goood,goood,['goood'],['goood'],['goood'],-1
85,Reva Renaldis,1,2025-05-15 04:42:08,TIDAK BISA LOG IN. SUDAH BEBERAPA KALI DI INSTALL DAN UNINSTALL TETAPI TIDAK ADA PERBAIKAN.,tidak bisa log in. sudah beberapa kali di install dan uninstall tetapi tidak ada perbaikan.,"['tidak', 'bisa', 'log', 'in', '.', 'sudah', 'beberapa', 'kali', 'di', 'install', 'dan', 'uninstall', 'tetapi', 'tidak', 'ada', 'perbaikan', '.']","['log', 'in', '.', 'kali', 'install', 'uninstall', 'perbaikan', '.']","['log', 'in', '', 'kali', 'install', 'uninstall', 'baik', '']",-1
86,Julhan Hutabarat,1,2025-05-15 02:34:40,Mengapa di Poco X3 pro aplikasi ini tidak berfungsi?,mengapa di poco x3 pro aplikasi ini tidak berfungsi?,"['mengapa', 'di', 'poco', 'x3', 'pro', 'aplikasi', 'ini', 'tidak', 'berfungsi', '?']","['poco', 'x3', 'pro', 'aplikasi', 'berfungsi', '?']","['poco', 'x3', 'pro', 'aplikasi', 'fungsi', '']",-1
87,Abdul Malik,1,2025-05-14 13:41:03,"harus ada perbaikan,tar gua gamau makan dstu lg","harus ada perbaikan,tar gua gamau makan dstu lg","['harus', 'ada', 'perbaikan', ',', 'tar', 'gua', 'gamau', 'makan', 'dstu', 'lg']","['perbaikan', ',', 'tar', 'gua', 'gamau', 'makan', 'dstu', 'lg']","['baik', '', 'tar', 'gua', 'gamau', 'makan', 'dstu', 'lg']",81
88,Koes Lidya,5,2025-05-14 00:41:38,MSC mantap😃,msc mantap😃,"['msc', 'mantap😃']","['msc', 'mantap😃']","['msc', 'mantap']",106
89,Fifa Pulo,1,2025-05-12 03:22:51,"AQ udh login berkali-kali,gak bisa masuk atau terdaftar...","aq udh login berkali-kali,gak bisa masuk atau terdaftar...","['aq', 'udh', 'login', 'berkali-kali', ',', 'gak', 'bisa', 'masuk', 'atau', 'terdaftar', '...']","['aq', 'udh', 'login', ',', 'gak', 'masuk', 'terdaftar', '...']","['aq', 'udh', 'login', '', 'gak', 'masuk', 'daftar', '']",117
90,Rahmad Hari Subagio,1,2025-05-12 02:48:06,Aplikasinya sangat lemot,aplikasinya sangat lemot,"['aplikasinya', 'sangat', 'lemot']","['aplikasinya', 'lemot']","['aplikasi', 'lot']",15
91,Risnawati,1,2025-05-10 15:18:07,aplikasinya jelek,aplikasinya jelek,"['aplikasinya', 'jelek']","['aplikasinya', 'jelek']","['aplikasi', 'jelek']",82
92,Hayqal Latief,1,2025-05-10 15:17:08,aplikasinya jelek min,aplikasinya jelek min,"['aplikasinya', 'jelek', 'min']","['aplikasinya', 'jelek', 'min']","['aplikasi', 'jelek', 'min']",82
93,boy sis,5,2025-05-10 13:19:17,mantap,mantap,['mantap'],['mantap'],['mantap'],3
94,Blue ice one,1,2025-05-10 10:04:15,"ck ck ck,baru kali ini ketipu olh Mc'Donald's jelas2 harga paket seharusnya + pajak total Rp70.000,- namun harus byr jd Rp77.000,- katanya 70 rb blom trmasuk pajak pdhl baru minggu kemarin belanja yg paket dgn hrg pokok + pajak Rp55.000,- cuma tambah biaya take away aja eh skrg hrg berubah total. jgn suka nipu donk nanti pelanggan setia kyk saya kabur","ck ck ck,baru kali ini ketipu olh mc'donald's jelas2 harga paket seharusnya + pajak total rp70.000,- namun harus byr jd rp77.000,- katanya 70 rb blom trmasuk pajak pdhl baru minggu kemarin belanja yg paket dgn hrg pokok + pajak rp55.000,- cuma tambah biaya take away aja eh skrg hrg berubah total. jgn suka nipu donk nanti pelanggan setia kyk saya kabur","['ck', 'ck', 'ck', ',', 'baru', 'kali', 'ini', 'ketipu', 'olh', ""mc'donald"", ""'s"", 'jelas2', 'harga', 'paket', 'seharusnya', '+', 'pajak', 'total', 'rp70.000', ',', '-', 'namun', 'harus', 'byr', 'jd', 'rp77.000', ',', '-', 'katanya', '70', 'rb', 'blom', 'trmasuk', 'pajak', 'pdhl', 'baru', 'minggu', 'kemarin', 'belanja', 'yg', 'paket', 'dgn', 'hrg', 'pokok', '+', 'pajak', 'rp55.000', ',', '-', 'cuma', 'tambah', 'biaya', 'take', 'away', 'aja', 'eh', 'skrg', 'hrg', 'berubah', 'total', '.', 'jgn', 'suka', 'nipu', 'donk', 'nanti', 'pelanggan', 'setia', 'kyk', 'saya', 'kabur']","['ck', 'ck', 'ck', ',', 'kali', 'ketipu', 'olh', ""mc'donald"", ""'s"", 'jelas2', 'harga', 'paket', '+', 'pajak', 'total', 'rp70.000', ',', '-', 'byr', 'jd', 'rp77.000', ',', '-', '70', 'rb', 'blom', 'trmasuk', 'pajak', 'pdhl', 'minggu', 'kemarin', 'belanja', 'yg', 'paket', 'dgn', 'hrg', 'pokok', '+', 'pajak', 'rp55.000', ',', '-', 'biaya', 'take', 'away', 'aja', 'eh', 'skrg', 'hrg', 'berubah', 'total', '.', 'jgn', 'suka', 'nipu', 'donk', 'pelanggan', 'setia', 'kyk', 'kabur']","['ck', 'ck', 'ck', '', 'kali', 'tipu', 'olh', 'mc donald', 's', 'jelas2', 'harga', 'paket', '', 'pajak', 'total', 'rp70 000', '', '-', 'byr', 'jd', 'rp77 000', '', '-', '70', 'rb', 'blom', 'trmasuk', 'pajak', 'pdhl', 'minggu', 'kemarin', 'belanja', 'yg', 'paket', 'dgn', 'hrg', 'pokok', '', 'pajak', 'rp55 000', '', '-', 'biaya', 'take', 'away', 'aja', 'eh', 'skrg', 'hrg', 'ubah', 'total', '', 'jgn', 'suka', 'nipu', 'donk', 'langgan', 'setia', 'kyk', 'kabur']",-1
95,Novi Diyanti,5,2025-05-10 05:32:26,udah setengah jam nunggu masih aja loading gaje di upgrade malah lemot,udah setengah jam nunggu masih aja loading gaje di upgrade malah lemot,"['udah', 'setengah', 'jam', 'nunggu', 'masih', 'aja', 'loading', 'gaje', 'di', 'upgrade', 'malah', 'lemot']","['udah', 'jam', 'nunggu', 'aja', 'loading', 'gaje', 'upgrade', 'lemot']","['udah', 'jam', 'nunggu', 'aja', 'loading', 'gaje', 'upgrade', 'lot']",5
96,Farhana Saraswati,1,2025-05-10 04:11:14,"wih device udh not compatible padahal ya bukan hp jadul, masih pake realme narzo 20, yaudah syukurlah, toh ya lama2 gak jelas aplikasinya","wih device udh not compatible padahal ya bukan hp jadul, masih pake realme narzo 20, yaudah syukurlah, toh ya lama2 gak jelas aplikasinya","['wih', 'device', 'udh', 'not', 'compatible', 'padahal', 'ya', 'bukan', 'hp', 'jadul', ',', 'masih', 'pake', 'realme', 'narzo', '20', ',', 'yaudah', 'syukurlah', ',', 'toh', 'ya', 'lama2', 'gak', 'jelas', 'aplikasinya']","['wih', 'device', 'udh', 'not', 'compatible', 'ya', 'hp', 'jadul', ',', 'pake', 'realme', 'narzo', '20', ',', 'yaudah', 'syukurlah', ',', 'ya', 'lama2', 'gak', 'aplikasinya']","['wih', 'device', 'udh', 'not', 'compatible', 'ya', 'hp', 'jadul', '', 'pake', 'realme', 'narzo', '20', '', 'yaudah', 'syukur', '', 'ya', 'lama2', 'gak', 'aplikasi']",-1
97,avita saniah,1,2025-05-10 02:46:34,mau ganti kata sandi aja ribet banget.,mau ganti kata sandi aja ribet banget.,"['mau', 'ganti', 'kata', 'sandi', 'aja', 'ribet', 'banget', '.']","['ganti', 'sandi', 'aja', 'ribet', 'banget', '.']","['ganti', 'sandi', 'aja', 'ribet', 'banget', '']",94
98,Raffa Faizan,3,2025-05-09 03:24:23,"ga ada jaringan, aduh baru juga install.. gimana nih","ga ada jaringan, aduh baru juga install.. gimana nih","['ga', 'ada', 'jaringan', ',', 'aduh', 'baru', 'juga', 'install', '..', 'gimana', 'nih']","['ga', 'jaringan', ',', 'aduh', 'install', '..', 'gimana', 'nih']","['ga', 'jaring', '', 'aduh', 'install', '', 'gimana', 'nih']",11
99,Muhammad David,1,2025-05-08 07:57:42,buruk lemot kebanyak eror,buruk lemot kebanyak eror,"['buruk', 'lemot', 'kebanyak', 'eror']","['buruk', 'lemot', 'kebanyak', 'eror']","['buruk', 'lot', 'banyak', 'eror']",-1
100,Clarita Damayanti Sihaloho,1,2025-05-06 10:02:56,aplikasinya burik,aplikasinya burik,"['aplikasinya', 'burik']","['aplikasinya', 'burik']","['aplikasi', 'burik']",79
101,Rifqi Amar,2,2025-05-06 05:59:17,"penawaran promo tidak tersedia, padahal sudah jelas ada promo nyaa di homescreen aplikasi dan hari penukaran promo sudah benar.","penawaran promo tidak tersedia, padahal sudah jelas ada promo nyaa di homescreen aplikasi dan hari penukaran promo sudah benar.","['penawaran', 'promo', 'tidak', 'tersedia', ',', 'padahal', 'sudah', 'jelas', 'ada', 'promo', 'nyaa', 'di', 'homescreen', 'aplikasi', 'dan', 'hari', 'penukaran', 'promo', 'sudah', 'benar', '.']","['penawaran', 'promo', 'tersedia', ',', 'promo', 'nyaa', 'homescreen', 'aplikasi', 'penukaran', 'promo', '.']","['tawar', 'promo', 'sedia', '', 'promo', 'nyaa', 'homescreen', 'aplikasi', 'tukar', 'promo', '']",120
102,Ristiananda Santuy,4,2025-05-05 23:22:48,ok,ok,['ok'],['ok'],['ok'],1
103,Alfa Rizky,1,2025-05-05 00:10:08,Agak kecewa pas beli dg cara take way d outlet Tasikmalaya ada produk yg kurang. salah saya jg kenapa tidak kita cek.,agak kecewa pas beli dg cara take way d outlet tasikmalaya ada produk yg kurang. salah saya jg kenapa tidak kita cek.,"['agak', 'kecewa', 'pas', 'beli', 'dg', 'cara', 'take', 'way', 'd', 'outlet', 'tasikmalaya', 'ada', 'produk', 'yg', 'kurang', '.', 'salah', 'saya', 'jg', 'kenapa', 'tidak', 'kita', 'cek', '.']","['kecewa', 'pas', 'beli', 'dg', 'take', 'way', 'd', 'outlet', 'tasikmalaya', 'produk', 'yg', '.', 'salah', 'jg', 'cek', '.']","['kecewa', 'pas', 'beli', 'dg', 'take', 'way', 'd', 'outlet', 'tasikmalaya', 'produk', 'yg', '', 'salah', 'jg', 'cek', '']",86
104,Au Lia,5,2025-05-04 11:41:43,kesukaanku,kesukaanku,['kesukaanku'],['kesukaanku'],['suka'],36
105,Aninditha Ronauli,1,2025-05-03 12:50:19,saya lupa sandi tapi di email masuk untuk setting ulang sandi web malah hilang terus payahhhhhh,saya lupa sandi tapi di email masuk untuk setting ulang sandi web malah hilang terus payahhhhhh,"['saya', 'lupa', 'sandi', 'tapi', 'di', 'email', 'masuk', 'untuk', 'setting', 'ulang', 'sandi', 'web', 'malah', 'hilang', 'terus', 'payahhhhhh']","['lupa', 'sandi', 'email', 'masuk', 'setting', 'ulang', 'sandi', 'web', 'hilang', 'payahhhhhh']","['lupa', 'sandi', 'email', 'masuk', 'setting', 'ulang', 'sandi', 'web', 'hilang', 'payahhhhhh']",4
